ENTRY,Season,Player,Age,Team(s),LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
2233,2020-21,Josh Okogie,22,MIN,1.42,-0.55,-1.62,1.07
2234,2020-21,Michael Porter Jr.,22,DEN,4.3,1.1,1.5,-0.4
2235,2020-21,Mitchell Robinson,22,NYK,1.5,0.33,-0.71,1.04
2236,2020-21,Collin Sexton,22,CLE,1.66,-1.18,0.78,-1.95
2237,2020-21,Landry Shamet,23,BRK,0.17,-2.21,-0.8,-1.41
2238,2020-21,Anfernee Simons,21,POR,-0.15,-2.62,-0.02,-2.61
2239,2020-21,Gary Trent Jr.,22,POR/TOR,-0.22,-2.6,-0.06,-2.54
2240,2020-21,Jarred Vanderbilt,21,MIN,2.84,1.48,-0.7,2.18
2241,2020-21,Lonnie Walker IV,22,SAS,-0.6,-3.04,-1.42,-1.62
2242,2020-21,P.J. Washington,22,CHO,2.31,-0.56,-1.4,0.84
2243,2020-21,Kenrich Williams,26,OKC,0.61,-1.73,-2,0.27
2244,2020-21,Trae Young,22,ATL,5.33,1.51,4,-2.5
2245,2020-21,Deandre Ayton,22,PHO,4.83,1.15,0.24,0.92
2246,2020-21,Luka Dončić,21,DAL,9.26,4.07,4.54,-0.48
2247,2020-21,Goga Bitadze,21,IND,1.13,0.74,0.11,0.63
2248,2020-21,Oshae Brissett,22,IND,0.83,0.08,0.16,-0.09
2249,2020-21,Terence Davis,23,TOR/SAC,0.9,-1.09,-0.57,-0.52
2250,2020-21,Robert Williams III,23,BOS,3.04,2.41,0.23,2.18
2251,2020-21,Rui Hachimura,22,WAS,1.76,-0.88,-1.46,0.59
2252,2020-21,Gary Clark,26,ORL/DEN/PHI,-0.05,-2.54,-2.34,-0.19
2253,2020-21,Duncan Robinson,26,MIA,4.99,1.03,-0.33,1.36
2254,2020-21,Kendrick Nunn,25,MIA,2.68,0.13,0.45,-0.32
2255,2020-21,Yuta Watanabe,26,TOR,0.93,-0.4,-1.37,0.97
2256,2020-21,Jordan McLaughlin,24,MIN,1.81,0.59,-0.06,0.65
2257,2020-21,Brandon Goodwin,25,ATL,0.61,-0.87,-0.17,-0.7
2258,2020-21,Gabe Vincent,24,MIA,0.22,-1.87,-1.03,-0.84
2259,2020-21,Drew Eubanks,23,SAS,1.2,0.07,-1.03,1.09
2260,2020-21,Juan Toscano-Anderson,27,GSW,1.24,-0.66,-2.22,1.57
2261,2020-21,Terance Mann,24,LAC,2.1,0.18,0.09,0.09
2262,2020-21,Max Strus,24,MIA,0.26,-1.61,-0.4,-1.21
2263,2020-21,Zion Williamson,20,NOP,6.36,2.49,3.12,-0.62
2264,2020-21,RJ Barrett,20,NYK,0.88,-1.85,-1.12,-0.74
2265,2020-21,Cam Reddish,21,ATL,0.69,-0.96,-1.1,0.14
2266,2020-21,Ja Morant,21,MEM,4.76,1.21,2.27,-1.06
2267,2020-21,De'Andre Hunter,23,ATL,1.04,-0.01,-0.13,0.12
2268,2020-21,Coby White,20,CHI,1.05,-1.64,-0.79,-0.85
2269,2020-21,Brandon Clarke,24,MEM,3.29,1.22,-0.06,1.28
2270,2020-21,Sekou Doumbouya,20,DET,-0.77,-3.84,-2.58,-1.26
2271,2020-21,Darius Garland,21,CLE,1.34,-1.23,-0.26,-0.97
2272,2020-21,Jaxson Hayes,20,NOP,1.53,0.07,-0.55,0.62
2273,2020-21,Nickeil Alexander-Walker,22,NOP,1.02,-0.82,-0.9,0.07
2274,2020-21,Tyler Herro,21,MIA,0.79,-1.65,-0.4,-1.25
2275,2020-21,Keldon Johnson,21,SAS,2.29,-0.59,-0.84,0.25
2276,2020-21,Nassir Little,20,POR,-0.09,-2.63,-1.37,-1.26
2277,2020-21,Chuma Okeke,22,ORL,0.37,-1.89,-1.77,-0.12
2278,2020-21,Kevin Porter Jr.,20,HOU,0.82,-0.87,0.51,-1.37
2279,2020-21,Darius Bazley,20,OKC,-0.08,-2.48,-2.29,-0.19
2280,2020-21,Moses Brown,21,OKC,1.15,-0.45,-1.22,0.77
2281,2020-21,Nic Claxton,21,BRK,1.32,1.04,-0.78,1.82
2282,2020-21,Luguentz Dort,21,OKC,1.06,-1.33,-0.95,-0.38
2283,2020-21,Daniel Gafford,22,CHI/WAS,2.07,1.68,-0.12,1.8
2284,2020-21,Talen Horton-Tucker,20,LAL,1.39,-0.73,-0.98,0.25
2285,2020-21,Ty Jerome,23,OKC,0.32,-1.76,-1,-0.76
2286,2020-21,Cameron Johnson,24,PHO,3.17,1.02,0.41,0.62
2287,2020-21,Jalen McDaniels,23,CHO,0.6,-1.37,-0.94,-0.43
2288,2020-21,Jaylen Nowell,21,MIN,0.84,-0.67,0.29,-0.96
2289,2020-21,Miye Oni,23,UTA,-0.11,-2.74,-2.26,-0.48
2290,2020-21,Eric Paschall,24,GSW,0.36,-1.6,-0.89,-0.71
2291,2020-21,Jordan Poole,21,GSW,0.74,-1.22,0.64,-1.86
2292,2020-21,Naz Reid,21,MIN,2.33,0.3,-0.34,0.63
2293,2020-21,Isaiah Roby,22,OKC,-0.3,-2.74,-2.52,-0.22
2294,2020-21,Matisse Thybulle,23,PHI,2.23,0.27,-1.72,2
2295,2020-21,Grant Williams,22,BOS,0.96,-1.09,-2.12,1.03
2296,2020-21,Dylan Windler,24,CLE,0.46,-1,-1.56,0.57
2297,2020-21,Armoni Brooks,22,HOU,0.22,-1.73,0,-1.73
2298,2020-21,Garrison Mathews,24,WAS,0.37,-1.84,-1.61,-0.23
2299,2020-21,Dean Wade,24,CLE,0.96,-1.17,-1.62,0.45
2300,2020-21,Nicolo Melli,30,NOP/DAL,0.79,-0.22,-0.25,0.02
2301,2020-21,Anthony Edwards,19,MIN,1.56,-1.35,0.15,-1.51
2302,2020-21,LaMelo Ball,19,CHO,2.26,-0.01,0.36,-0.36
2303,2020-21,James Wiseman,19,GSW,-0.32,-3.01,-3.04,0.03
2304,2020-21,Killian Hayes,19,DET,-0.31,-3.15,-3.05,-0.1
2305,2020-21,Deni Avdija,20,WAS,1.44,-0.61,-2.18,1.57
2306,2020-21,Obi Toppin,22,NYK,0.43,-1.42,-0.82,-0.6
2307,2020-21,Onyeka Okongwu,20,ATL,0.82,-0.28,-1.47,1.19
2308,2020-21,Tyrese Haliburton,20,SAC,0.87,-1.63,0.26,-1.88
2309,2020-21,Devin Vassell,20,SAS,0.94,-1.01,-1.54,0.53
2310,2020-21,Isaac Okoro,20,CLE,-0.19,-2.54,-2.32,-0.23
2311,2020-21,Patrick Williams,19,CHI,-0.14,-2.52,-2.64,0.12
2312,2020-21,Precious Achiuwa,21,MIA,0.62,-1.09,-1.76,0.67
2313,2020-21,Aaron Nesmith,21,BOS,0.18,-1.98,-1.78,-0.2
2314,2020-21,Cole Anthony,20,ORL,0.26,-2.08,-1.51,-0.56
2315,2020-21,Theo Maledon,19,OKC,-1.41,-3.68,-3.09,-0.6
2316,2020-21,Tyrese Maxey,20,PHI,0.48,-1.6,-0.31,-1.29
2317,2020-21,Saddiq Bey,21,DET,0.59,-1.92,-0.82,-1.1
2318,2020-21,R.J. Hampton,19,DEN/ORL,-0.08,-2.55,-1.22,-1.33
2319,2020-21,Jaden McDaniels,20,MIN,0.43,-1.96,-2.33,0.37
2320,2020-21,Kira Lewis Jr.,19,NOP,0.99,-0.7,-0.52,-0.18
2321,2020-21,Isaiah Stewart,19,DET,2.32,0.09,-1.45,1.53
2322,2020-21,Immanuel Quickley,21,NYK,1.49,-0.53,0.95,-1.48
2323,2020-21,Aleksej Pokusevski,19,OKC,-0.99,-3.87,-3.66,-0.21
2324,2020-21,Malachi Flynn,22,TOR,0.47,-1.61,-1.33,-0.27
2325,2020-21,Payton Pritchard,23,BOS,0.99,-1.19,-0.12,-1.07
2326,2020-21,Xavier Tillman,22,MEM,1.97,0.43,-0.95,1.38
2327,2020-21,Desmond Bane,22,MEM,1.25,-1.11,-0.85,-0.26
2328,2020-21,Naji Marshall,23,NOP,0.82,-0.57,-1.2,0.63
2329,2020-21,KJ Martin,20,HOU,0.96,-0.99,-0.45,-0.55
2330,2020-21,Saben Lee,21,DET,0.31,-1.77,-1.56,-0.22
2331,2020-21,Jae'Sean Tate,25,HOU,2.92,-0.18,-0.36,0.18
2332,2020-21,Facundo Campazzo,29,DEN,2.08,-0.13,-0.38,0.25
2333,2020-21,LaMarcus Aldridge,35,SAS/BRK,1.16,0.27,-0.26,0.53
2334,2020-21,Rudy Gay,34,SAS,2.39,0.34,0.41,-0.06
2335,2020-21,JJ Redick,36,NOP/DAL,0.51,-1.31,0.14,-1.45
2336,2020-21,Rajon Rondo,34,ATL/LAC,0.32,-1.76,-0.87,-0.89
2337,2020-21,Kyle Lowry,34,TOR,3.43,0.93,0.91,0.02
2338,2020-21,P.J. Tucker,35,HOU/MIL,-0.44,-2.92,-3.42,0.5
2339,2020-21,Paul Millsap,35,DEN,2.77,1.31,-0.14,1.45
2340,2020-21,Kevin Durant,32,BRK,4.17,3.24,3.68,-0.44
2341,2020-21,Al Horford,34,OKC,2.4,2.39,0.46,1.93
2342,2020-21,Mike Conley,33,UTA,5.05,2.87,2.75,0.12
2343,2020-21,Jeff Green,34,BRK,2.43,-0.34,0.39,-0.72
2344,2020-21,Thaddeus Young,32,CHI,4.09,1.45,1.39,0.07
2345,2020-21,Marc Gasol,36,LAL,1.64,0.17,-1.86,2.02
2346,2020-21,Derrick Rose,32,DET/NYK,2.03,0.07,0.76,-0.69
2347,2020-21,Russell Westbrook,32,WAS,7.66,2.65,1.27,1.37
2348,2020-21,Kevin Love,32,CLE,1.67,1.78,1.34,0.45
2349,2020-21,Danilo Gallinari,32,ATL,1.65,-0.29,0.62,-0.91
2350,2020-21,Eric Gordon,32,HOU,0.93,-0.56,0.71,-1.27
2351,2020-21,D.J. Augustin,33,MIL/HOU,1.12,-0.86,0.51,-1.37
2352,2020-21,Brook Lopez,32,MIL,4.78,1.51,0.27,1.24
2353,2020-21,Robin Lopez,32,WAS,1.07,-1.16,-1.2,0.04
2354,2020-21,JaVale McGee,33,CLE/DEN,1.14,0.22,-1.06,1.28
2355,2020-21,Serge Ibaka,31,LAC,2.55,1.75,0.53,1.22
2356,2020-21,Nicolas Batum,32,LAC,3.99,0.98,-0.07,1.05
2357,2020-21,George Hill,34,OKC/PHI,0.57,-1.08,-0.26,-0.82
2358,2020-21,DeAndre Jordan,32,BRK,1.98,0.08,-0.95,1.03
2359,2020-21,Goran Dragic,34,MIA,0.68,-1.6,-0.34,-1.26
2360,2020-21,Blake Griffin,31,DET/BRK,2.68,1.12,0.75,0.36
2361,2020-21,James Harden,31,HOU/BRK,6.37,3.82,4.6,-0.78
2362,2020-21,Ricky Rubio,30,MIN,3.57,0.74,0.77,-0.03
2363,2020-21,Stephen Curry,32,GSW,9.64,4.69,5.51,-0.83
2364,2020-21,DeMar DeRozan,31,SAS,4.93,1.33,2.33,-1
2365,2020-21,James Johnson,33,DAL/NOP,0.82,-1.17,-1.46,0.29
2366,2020-21,Jrue Holiday,30,MIL,6.45,2.89,1.94,0.95
2367,2020-21,Jeff Teague,32,BOS/MIL,0.21,-2.06,-1.3,-0.76
2368,2020-21,Taj Gibson,35,NYK,1.72,0.45,-1.33,1.79
2369,2020-21,Wayne Ellington,33,DET,0.75,-1.24,0.12,-1.36
2370,2020-21,Patrick Beverley,32,LAC,1.68,0.73,-0.5,1.23
2371,2020-21,Danny Green,33,PHI,2.95,-0.03,-0.35,0.33
2372,2020-21,Patty Mills,32,SAS,0.94,-1.53,0.47,-2
2373,2020-21,Garrett Temple,34,CHI,0.02,-2.39,-2.38,-0.01
2374,2020-21,Wesley Matthews,34,LAL,1.19,-0.75,-1.27,0.52
2375,2020-21,John Wall,30,HOU,1.49,-0.6,0.69,-1.29
2376,2020-21,Derrick Favors,29,UTA,2,0.59,-0.88,1.47
2377,2020-21,DeMarcus Cousins,30,HOU/LAC,1.65,1.21,-0.62,1.83
2378,2020-21,Gordon Hayward,30,CHO,2.25,-0.06,0.19,-0.24
2379,2020-21,Paul George,30,LAC,6.9,3.54,2.44,1.09
2380,2020-21,Patrick Patterson,31,LAC,0.53,-0.97,-0.28,-0.69
2381,2020-21,Eric Bledsoe,31,NOP,2.78,-0.35,-0.2,-0.15
2382,2020-21,Avery Bradley,30,MIA/HOU,-0.03,-2.48,-1.46,-1.02
2383,2020-21,Hassan Whiteside,31,SAC,0.71,-0.38,-1.27,0.89
2384,2020-21,Nemanja Bjelica,32,SAC/MIA,0.7,-0.58,-0.09,-0.49
2385,2020-21,Ish Smith,32,WAS,1.65,0.38,-0.57,0.96
2386,2020-21,Kyrie Irving,28,BRK,7.05,3.46,4.57,-1.11
2387,2020-21,Enes Freedom,28,POR,4.3,1.41,1.88,-0.47
2388,2020-21,Tristan Thompson,29,BOS,2.09,0.13,-1.2,1.33
2389,2020-21,Jonas Valančiūnas,28,MEM,6.09,3.03,1.91,1.12
2390,2020-21,Bismack Biyombo,28,CHO,-0.21,-2.66,-2.92,0.27
2391,2020-21,Kemba Walker,30,BOS,3.8,1.92,2,-0.08
2392,2020-21,Alec Burks,29,NYK,1.8,-0.16,0.36,-0.52
2393,2020-21,Markieff Morris,31,LAL,0,-2.4,-2.05,-0.35
2394,2020-21,Marcus Morris Sr.,31,LAC,2.76,0.46,0.67,-0.21
2395,2020-21,Kawhi Leonard,29,LAC,8.2,4.93,3.66,1.26
2396,2020-21,Nikola Vučević,30,ORL/CHI,5.19,1.04,0.38,0.65
2397,2020-21,Tobias Harris,28,PHI,4.71,1.24,0.33,0.91
2398,2020-21,Reggie Jackson,30,LAC,3.38,1,0.64,0.36
2399,2020-21,Cory Joseph,29,SAC/DET,1.22,-1.08,-0.87,-0.21
2400,2020-21,Jimmy Butler,31,MIA,8.38,5.23,3.63,1.6
2401,2020-21,Bojan Bogdanović,31,UTA,2.93,-0.34,1.14,-1.48
2402,2020-21,Davis Bertans,28,WAS,2.27,0.02,0.7,-0.68
2403,2020-21,Brad Wanamaker,31,GSW/CHO,0.75,-1.29,-1.39,0.09
2404,2020-21,Anthony Davis,27,LAL,4.28,3.37,2.03,1.34
2405,2020-21,Bradley Beal,27,WAS,6.38,2.23,3.49,-1.25
2406,2020-21,Damian Lillard,30,POR,9.36,3.72,5.61,-1.89
2407,2020-21,Terrence Ross,29,ORL,0.07,-2.32,-1.22,-1.1
2408,2020-21,Andre Drummond,27,CLE/LAL,3.3,1.73,-0.24,1.97
2409,2020-21,Harrison Barnes,28,SAC,3.26,0.02,0.64,-0.63
2410,2020-21,Austin Rivers,28,NYK/DEN,0.35,-1.76,-0.56,-1.19
2411,2020-21,Jeremy Lamb,28,IND,1.37,0.38,0.68,-0.3
2412,2020-21,Maurice Harkless,27,MIA/SAC,0.14,-2.11,-2.33,0.22
2413,2020-21,Evan Fournier,28,ORL/BOS,1.96,0.02,0.24,-0.22
2414,2020-21,Tomas Satoransky,29,CHI,1.71,-0.37,-0.68,0.31
2415,2020-21,Jae Crowder,30,PHO,2.55,0.01,-0.56,0.57
2416,2020-21,Draymond Green,30,GSW,5.65,2.04,-0.47,2.51
2417,2020-21,Khris Middleton,29,MIL,6.19,1.85,1.51,0.34
2418,2020-21,Will Barton,30,DEN,2.82,0.13,0,0.13
2419,2020-21,Mike Scott,32,PHI,0.31,-1.84,-2.16,0.33
2420,2020-21,Kent Bazemore,31,GSW,1.76,-0.35,-1.85,1.51
2421,2020-21,Justin Holiday,31,IND,1.29,-1.48,-0.83,-0.65
2422,2020-21,JaMychal Green,30,DEN,1.07,-0.92,-0.69,-0.22
2423,2020-21,Aron Baynes,34,TOR,0.23,-2.04,-2.58,0.54
2424,2020-21,Nerlens Noel,26,NYK,1.03,-1.36,-3.75,2.39
2425,2020-21,Alex Len,27,TOR/WAS,1.28,-0.36,-2.37,2.01
2426,2020-21,Ben McLemore,27,HOU/LAL,0.75,-1.1,0.22,-1.32
2427,2020-21,CJ McCollum,29,POR,5.03,2.5,3.15,-0.64
2428,2020-21,Cody Zeller,28,CHO,1.89,0.53,-0.02,0.54
2429,2020-21,Dennis Schröder,27,LAL,2.05,-0.76,-0.56,-0.2
2430,2020-21,Gorgui Dieng,31,MEM/SAS,0.73,-0.34,-0.39,0.04
2431,2020-21,Kelly Olynyk,29,MIA/HOU,5.65,2.01,1.37,0.64
2432,2020-21,Kentavious Caldwell-Pope,27,LAL,1.11,-1.49,-1.57,0.08
2433,2020-21,Mason Plumlee,30,DET,2.63,0.33,-1.39,1.72
2434,2020-21,Michael Carter-Williams,29,ORL,0.62,-1.19,-2.32,1.13
2435,2020-21,Mike Muscala,29,OKC,0.87,-0.3,-0.29,-0.01
2436,2020-21,Otto Porter Jr.,27,CHI/ORL,0.82,-0.3,-0.28,-0.01
2437,2020-21,Reggie Bullock Jr.,29,NYK,0.79,-1.77,-1.4,-0.37
2438,2020-21,Robert Covington,30,POR,5.41,1.35,-0.89,2.24
2439,2020-21,Rudy Gobert,28,UTA,10.79,5.45,1.2,4.25
2440,2020-21,Steven Adams,27,NOP,1.9,-0.56,-1.47,0.91
2441,2020-21,Tim Hardaway Jr.,28,DAL,2.47,-0.46,1.06,-1.53
2442,2020-21,Tony Snell,29,ATL,-0.57,-3.33,-2.22,-1.12
2443,2020-21,Trey Burke,28,DAL,0.83,-0.98,0.25,-1.23
2444,2020-21,Victor Oladipo,28,IND/HOU/MIA,2.23,0.81,0.4,0.41
2445,2020-21,Giannis Antetokounmpo,26,MIL,11.27,6.64,4.1,2.53
2446,2020-21,James Ennis III,30,ORL,0.77,-1.18,-1.65,0.47
2447,2020-21,Solomon Hill,29,ATL,-0.04,-2.45,-2.23,-0.22
2448,2020-21,Raul Neto,28,WAS,2.47,0.34,-0.42,0.75
2449,2020-21,Seth Curry,30,PHI,1.74,-0.75,-0.39,-0.36
2450,2020-21,Thanasis Antetokounmpo,28,MIL,-0.01,-2.44,-2.26,-0.17
2451,2020-21,Zach LaVine,25,CHI,3.72,0.44,1.96,-1.51
2452,2020-21,Elfrid Payton,26,NYK,-0.07,-2.48,-0.85,-1.63
2453,2020-21,Jordan Clarkson,28,UTA,3.8,0.85,2.12,-1.27
2454,2020-21,Gary Harris,26,DEN/ORL,0.46,-1.73,-1.21,-0.52
2455,2020-21,Rodney Hood,28,POR/TOR,-0.73,-3.65,-2.58,-1.07
2456,2020-21,Khem Birch,28,ORL/TOR,1.42,-0.96,-1.79,0.83
2457,2020-21,Jerami Grant,26,DET,2.88,0.05,0.27,-0.22
2458,2020-21,Joe Harris,29,BRK,3.75,0.33,1,-0.67
2459,2020-21,Doug McDermott,29,IND,1,-1.44,0.94,-2.38
2460,2020-21,Aaron Gordon,25,ORL/DEN,2.05,-0.09,-0.23,0.14
2461,2020-21,Marcus Smart,26,BOS,3.8,1.34,0.33,1.01
2462,2020-21,Kyle Anderson,27,MEM,6.11,2.65,0.67,1.98
2463,2020-21,Dwight Powell,29,DAL,1.79,0.48,-0.72,1.2
2464,2020-21,Julius Randle,26,NYK,4.57,0.27,0.15,0.12
2465,2020-21,Andrew Wiggins,25,GSW,3.45,-0.13,-0.76,0.63
2466,2020-21,Joel Embiid,26,PHI,7.31,4.91,3.84,1.07
2467,2020-21,Dario Šarić,26,PHO,1.55,0.37,0.02,0.35
2468,2020-21,Clint Capela,26,ATL,6.86,3.26,0.59,2.67
2469,2020-21,Bogdan Bogdanović,28,ATL,1.96,-0.06,0.64,-0.71
2470,2020-21,Jusuf Nurkić,26,POR,2.74,2.45,-0.17,2.62
2471,2020-21,Nikola Jokić,25,DEN,13.95,6.65,5.79,0.86
2472,2020-21,Kristaps Porziņģis,25,DAL,3.44,1.63,1.18,0.45
2473,2020-21,Tyler Johnson,28,BRK,0.11,-2.14,-0.41,-1.74
2474,2020-21,Joe Ingles,33,UTA,4.82,1.62,1.57,0.05
2475,2020-21,T.J. McConnell,28,IND,3.93,1,0.85,0.15
2476,2020-21,LeBron James,36,LAL,6.45,4.37,4.12,0.25
2477,2020-21,Carmelo Anthony,36,POR,1.2,-1.29,0.64,-1.93
2478,2020-21,Dwight Howard,35,PHI,1.65,-0.25,-1.06,0.8
2479,2020-21,Andre Iguodala,37,MIA,1.49,-0.67,-1.78,1.12
2480,2020-21,Trevor Ariza,35,MIA,1.56,0.49,-0.71,1.21
2481,2021-22,Chris Paul,36,PHO,8.39,3.75,2.57,1.18
2482,2021-22,Lou Williams,35,ATL,0.42,-1.58,-0.21,-1.37
2483,2021-22,Tyus Jones,25,MEM,3.09,0.7,1.11,-0.41
2484,2021-22,Montrezl Harrell,28,WAS/CHO,4.39,1.76,1.58,0.18
2485,2021-22,Delon Wright,29,ATL,2.81,0.61,-0.45,1.06
2486,2021-22,D'Angelo Russell,25,MIN,4.49,0.96,1.74,-0.79
2487,2021-22,Karl-Anthony Towns,26,MIN,8.91,3.23,3.14,0.08
2488,2021-22,Richaun Holmes,28,SAC,1.48,-0.25,-0.77,0.52
2489,2021-22,Justise Winslow,25,LAC/POR,1.33,0.28,-0.57,0.84
2490,2021-22,Kelly Oubre Jr.,26,CHO,2.95,-0.11,1.23,-1.33
2491,2021-22,Devin Booker,25,PHO,8.07,2.97,3.13,-0.16
2492,2021-22,Cameron Payne,27,PHO,1.78,-0.23,-0.34,0.11
2493,2021-22,Myles Turner,25,IND,4.02,2.67,-0.59,3.26
2494,2021-22,Trey Lyles,26,DET/SAC,1.73,-0.64,-0.19,-0.45
2495,2021-22,Stanley Johnson,25,LAL,0.97,-1.01,-0.77,-0.24
2496,2021-22,Bobby Portis,26,MIL,4.01,0.68,0.03,0.64
2497,2021-22,Kevon Looney,25,GSW,4.03,1.22,-0.8,2.02
2498,2021-22,Christian Wood,26,HOU,3.03,-0.15,0.22,-0.37
2499,2021-22,Terry Rozier,27,CHO,4.64,0.54,1.55,-1.02
2500,2021-22,Norman Powell,28,POR/LAC,1.28,-1.02,0.54,-1.56
2501,2021-22,Pat Connaughton,29,MIL,2.1,-0.46,-0.39,-0.07
2502,2021-22,Willy Hernangomez,27,NOP,2.01,1.32,1.18,0.14
2503,2021-22,Josh Richardson,28,BOS/SAS,1.96,-0.48,-0.59,0.1
2504,2021-22,Larry Nance Jr.,29,POR/NOP,1.34,-0.38,-0.57,0.19
2505,2021-22,Keifer Sykes,28,IND,-0.13,-2.76,-2,-0.76
2506,2021-22,Royce O'Neale,28,UTA,3.85,0.09,-0.65,0.73
2507,2021-22,Cedi Osman,26,CLE,0.1,-2.29,-0.82,-1.47
2508,2021-22,Domantas Sabonis,25,IND/SAC,6.56,2.38,0.54,1.84
2509,2021-22,Malik Beasley,25,MIN,1.71,-1.04,0.41,-1.46
2510,2021-22,Buddy Hield,29,SAC/IND,3.15,-0.43,1.1,-1.54
2511,2021-22,Brandon Ingram,24,NOP,3.85,0.8,0.72,0.08
2512,2021-22,Damian Jones,26,SAC,0.3,-1.93,-1.94,0.01
2513,2021-22,Caris LeVert,27,IND/CLE,2.4,-0.3,0.83,-1.14
2514,2021-22,Dejounte Murray,25,SAS,8.69,3.34,2.3,1.04
2515,2021-22,Jakob Poeltl,26,SAS,5.77,2.16,0.85,1.31
2516,2021-22,Taurean Prince,27,MIN,0.68,-1.49,-1.03,-0.46
2517,2021-22,Jaylen Brown,25,BOS,5.11,1.17,1.22,-0.04
2518,2021-22,DeAndre' Bembry,27,BRK/MIL,0.49,-1.64,-1.59,-0.06
2519,2021-22,Malcolm Brogdon,29,IND,2.55,0.89,1.88,-1
2520,2021-22,Georges Niang,28,PHI,0.36,-2.07,-0.46,-1.61
2521,2021-22,Gary Payton II,29,GSW,3.82,2.39,0.59,1.8
2522,2021-22,Pascal Siakam,27,TOR,7.3,2,1.28,0.72
2523,2021-22,Furkan Korkmaz,24,PHI,0.24,-2.13,-0.99,-1.14
2524,2021-22,Timothe Luwawu-Cabarrot,26,ATL,0.32,-1.67,-1.48,-0.19
2525,2021-22,Damion Lee,29,GSW,1.04,-1.1,-1.08,-0.02
2526,2021-22,Ivica Zubac,24,LAC,3.63,0.65,-0.91,1.56
2527,2021-22,Dorian Finney-Smith,28,DAL,4.82,0.43,-0.05,0.48
2528,2021-22,Fred VanVleet,27,TOR,7.53,2.36,1.46,0.9
2529,2021-22,Bryn Forbes,28,SAS/DEN,0.65,-1.6,-0.17,-1.43
2530,2021-22,Danuel House Jr.,28,HOU/NYK/UTA,0.8,-0.68,-0.87,0.2
2531,2021-22,Derrick Jones Jr.,24,CHI,0.86,-0.91,-1.11,0.2
2532,2021-22,Alex Caruso,27,CHI,2.42,0.88,-0.69,1.57
2533,2021-22,David Nwaba,29,HOU,1.16,0.57,0.08,0.49
2534,2021-22,Lonzo Ball,24,CHI,2.47,0.77,-0.48,1.25
2535,2021-22,Josh Jackson,24,DET/SAC,0.56,-1.34,-1.62,0.28
2536,2021-22,De'Aaron Fox,24,SAC,3.51,0.22,1.08,-0.85
2537,2021-22,Jayson Tatum,23,BOS,11.68,4.33,3.33,0.99
2538,2021-22,Malik Monk,23,LAL,1.69,-1.16,0.67,-1.83
2539,2021-22,Dennis Smith Jr.,24,POR,0.85,-0.33,-1.08,0.75
2540,2021-22,Frank Ntilikina,23,DAL,0.65,-0.91,-0.87,-0.04
2541,2021-22,Lauri Markkanen,24,CLE,3.76,0.71,0.65,0.06
2542,2021-22,Donovan Mitchell,25,UTA,6.81,2.28,3.2,-0.92
2543,2021-22,Luke Kennard,25,LAC,1.78,-0.95,0.25,-1.19
2544,2021-22,Zach Collins,24,SAS,0.75,-0.08,-0.86,0.78
2545,2021-22,John Collins,24,ATL,3.65,1.01,0.19,0.82
2546,2021-22,OG Anunoby,24,TOR,3.59,0.83,-0.2,1.03
2547,2021-22,Jarrett Allen,23,CLE,4.97,1.87,0.17,1.7
2548,2021-22,Bam Adebayo,24,MIA,6,2.72,0.61,2.11
2549,2021-22,Isaiah Hartenstein,23,LAC,2.83,1.22,-0.07,1.29
2550,2021-22,Tony Bradley,24,CHI,0.52,-0.92,-2.06,1.14
2551,2021-22,Kyle Kuzma,26,WAS,1.66,-1.22,-0.74,-0.48
2552,2021-22,Derrick White,27,SAS/BOS,4.53,0.8,0.57,0.23
2553,2021-22,Frank Jackson,23,DET,0.08,-2.3,-0.76,-1.54
2554,2021-22,Josh Hart,26,NOP/POR,3.59,0.72,0.08,0.64
2555,2021-22,Dillon Brooks,26,MEM,1.77,0.71,0.45,0.26
2556,2021-22,Monté Morris,26,DEN,4.77,0.91,0.96,-0.05
2557,2021-22,Sterling Brown,26,DAL,0.53,-1.07,-1.73,0.66
2558,2021-22,Davon Reed,26,DEN,0.64,-0.9,-1.04,0.13
2559,2021-22,Chris Boucher,29,TOR,3.59,0.9,0.5,0.4
2560,2021-22,Daniel Theis,29,HOU/BOS,0.86,-1.02,-1.66,0.64
2561,2021-22,Maxi Kleber,30,DAL,1.73,-0.54,-1.46,0.92
2562,2021-22,Torrey Craig,31,IND/PHO,0.1,-2.31,-1.43,-0.87
2563,2021-22,Grayson Allen,26,MIL,3.04,0.22,0.25,-0.02
2564,2021-22,Marvin Bagley III,22,SAC/DET,1.51,-0.34,0.27,-0.61
2565,2021-22,Mo Bamba,23,ORL,1.6,-1.03,-2.33,1.3
2566,2021-22,Keita Bates-Diop,26,SAS,0.43,-1.69,-1.82,0.13
2567,2021-22,Mikal Bridges,25,PHO,6.93,1.38,0.19,1.18
2568,2021-22,Miles Bridges,23,CHO,5.84,0.8,1.39,-0.6
2569,2021-22,Bruce Brown,25,BRK,2.77,0.03,-0.27,0.3
2570,2021-22,Troy Brown Jr.,22,CHI,1.04,-0.86,-1.47,0.61
2571,2021-22,Jalen Brunson,25,DAL,4.95,0.65,1.1,-0.45
2572,2021-22,Jevon Carter,26,BRK/MIL,0.71,-1.17,-0.63,-0.54
