PLAYER,TEAM,GP_PnR,Poss,Freq%,PPP,PTS_PnR,FGM_PnR,FGA_PnR,FG%_PnR,eFG%_PnR,FTFreq%,TOVFreq%,SFFreq%,AndOneFreq%,ScoreFreq%,Percentile,GP_PU,W,L,MIN,PTS_PU,FGM_PU,FGA_PU,FG%_PU,3PM,3PA,3P%,eFG%_PU
Kyle Lowry,PHI,113.0,1.4333333333333336,19.816666666666666,0.7466666666666667,1.1833333333333333,0.3666666666666667,0.9500000000000001,33.61666666666667,38.18333333333333,14.083333333333334,19.26666666666667,13.783333333333333,1.4000000000000001,35.65,34.11666666666667,150.0,22.666666666666668,24.0,24.0,1.6833333333333336,0.6166666666666666,1.7333333333333334,35.81666666666666,0.4166666666666667,1.133333333333333,34.699999999999996,47.383333333333326
Lonzo Ball,CHI,35.0,1.5,18.3,0.96,1.5,0.5,1.1,48.70000000000001,61.5,3.7000000000000006,24.100000000000005,3.7000000000000006,0.0,38.9,75.4,35.0,16.0,19.0,22.2,1.8999999999999997,0.6999999999999998,1.8,37.5,0.5,1.2,39.5,50.79999999999999
Marcus Smart,WAS,96.0,3.25,26.683333333333334,0.8666666666666667,2.783333333333333,1.05,2.1999999999999997,46.93333333333334,50.23333333333334,13.549999999999999,20.36666666666667,7.7,0.7000000000000001,44.23333333333333,52.28333333333334,115.0,18.0,15.833333333333334,25.416666666666668,2.05,0.9,2.2333333333333334,38.61666666666667,0.35000000000000003,1.2333333333333334,29.850000000000005,47.01666666666667
Mike Conley,MIN,171.0,3.0,31.2,0.9533333333333335,2.9499999999999997,0.9666666666666667,2.3000000000000003,41.35,51.650000000000006,9.483333333333334,16.35,8.633333333333335,1.8166666666666667,38.9,67.43333333333334,214.0,45.333333333333336,26.666666666666668,27.03333333333333,3.5499999999999994,1.2833333333333334,3.4499999999999997,36.800000000000004,1.0,2.4333333333333336,39.666666666666664,50.79999999999999
Monte Morris,PHX,68.0,3.033333333333333,43.56666666666666,0.9266666666666667,2.8666666666666667,1.3,2.9333333333333336,43.800000000000004,47.166666666666664,1.5,2.733333333333333,1.5,0.6,42.93333333333334,67.23333333333333,45.0,21.0,24.0,12.699999999999998,1.0,0.5,1.3999999999999997,34.4,0.10000000000000002,0.3,20.0,36.9
Nick Smith Jr.,CHA,111.0,2.54,27.02,0.782,2.04,0.8600000000000001,2.12,38.92,44.959999999999994,1.4000000000000001,15.459999999999999,1.4000000000000001,0.0,33.86,36.50000000000001,111.0,12.0,44.4,19.4,2.7800000000000002,1.2400000000000002,3.3,36.32000000000001,0.36000000000000004,1.06,33.18,41.78
RayJ Dennis,IND,,,,,,,,,,,,,,,,11.0,7.0,4.0,6.400000000000001,1.2,0.5,1.2,38.5,0.3,0.6999999999999998,37.5,50.0
Russell Westbrook,DEN,164.0,2.6333333333333333,17.0,0.6883333333333334,1.8,0.7333333333333334,1.6833333333333333,41.26666666666667,44.31666666666667,9.266666666666667,28.26666666666667,8.566666666666668,1.9333333333333333,32.53333333333333,22.099999999999998,216.0,42.5,29.833333333333332,26.299999999999997,1.7166666666666668,0.7166666666666667,2.3499999999999996,31.650000000000002,0.23333333333333336,0.8333333333333334,28.233333333333334,36.550000000000004
Sharife Cooper,ATL,,,,,,,,,,,,,,,,13.0,8.0,5.0,3.0,0.2,0.1,0.2,33.3,0.1,0.2,33.3,50.0
Terry Rozier,MIA,158.0,5.25,29.549999999999997,0.9,5.016666666666667,1.9166666666666667,4.433333333333334,41.599999999999994,47.56666666666667,5.783333333333334,10.566666666666666,4.95,0.7833333333333333,39.833333333333336,55.06666666666666,188.0,24.0,38.833333333333336,29.966666666666665,5.166666666666667,2.066666666666667,5.566666666666666,36.050000000000004,0.9999999999999999,3.0833333333333335,30.716666666666665,44.68333333333333
Trae Young,ATL,203.0,12.266666666666667,46.81666666666666,0.9533333333333333,11.633333333333333,3.7000000000000006,8.733333333333334,42.53333333333333,51.099999999999994,13.283333333333333,17.5,10.200000000000001,1.9833333333333332,41.416666666666664,73.61666666666667,203.0,31.666666666666668,36.5,35.800000000000004,10.416666666666666,4.05,10.45,38.86666666666667,2.2666666666666666,6.5,34.983333333333334,49.73333333333334
Tyus Jones,PHX,227.0,3.533333333333333,33.56666666666667,0.8883333333333333,3.1999999999999997,1.4166666666666667,3.0,45.5,48.96666666666666,3.466666666666667,12.6,2.716666666666667,0.6166666666666666,41.46666666666666,56.21666666666667,227.0,30.166666666666668,45.666666666666664,27.2,2.983333333333334,1.3166666666666667,3.0833333333333335,42.06666666666666,0.35000000000000003,0.9666666666666668,35.88333333333333,47.916666666666664
